TICKET_ID,SUBMIT_DATE,SUBMIT_TIMESTAMP,CUSTOMER_ID,CUSTOMER_TIER,CHANNEL,PRIORITY,STATUS,PRODUCT_AREA,CLASSIFICATION,SENTIMENT,FIRST_RESPONSE_TIME_HOURS,RESOLUTION_TIME_HOURS,TICKET_SUBJECT,TICKET_DESCRIPTION,AGENT_NOTES
SP-2025-00142,2025-06-02,2025-06-02 23:57:12.405,CUS-55369,Basic,Chat,High,In Progress,Drift User Management,Technical,Negative,3,25,Snow InsAIght Drift User Management Error - Can't Add Users,"Hi there. I'm really frustrated right now. I've been trying to add new users to our Drift User Management system for the past 2 hours and it's just not working at all. Every time I try to add someone, I get this error message: FREEZE-INVALID-REQ. What does that even mean?? I'm using Edge browser on Windows 11 and I've already tried refreshing the page like 10 times. I even cleared my cache and cookies but nothing's working. This is really urgent because we have 3 new team members starting tomorrow and they need access to our Crystal Integration Hub data. I tried adding them one by one, then tried bulk upload - same error every time. The system just freezes up after I click submit. I also tried logging out and back in but that didn't help either. Our basic plan is supposed to support up to 25 users and we only have 18 right now, so it's not a limit issue. This is really disappointing because we switched to Snow InsAIght specifically for better user management. Can someone please help me figure out what's going wrong? My boss is going to be really upset if these new hires can't access the system on their first day.",Escalated to L2 support. Requested additional system logs.
SP-2025-00143,2025-05-08,2025-05-08 23:52:12.405,CUS-30343,Enterprise,Phone,High,New,Snowflake Dashboard,Technical,Negative,2,51,Critical: Snow InsAIght Snowflake Dashboard completely down - FREEZE-INVALID-REQ errors blocking enterprise operations,"[Phone call transcription - Customer: Sarah Chen, IT Director, GlobalTech Solutions]

Look, I need to escalate this immediately. Our entire executive team is supposed to present quarterly metrics to the board in two hours and your Snow InsAIght platform is completely dead. We're getting FREEZE-INVALID-REQ errors across every single Snowflake Dashboard we try to access.

This started about 45 minutes ago when our analysts couldn't pull the revenue forecasting reports. Initially we thought it was isolated, but now we're seeing system-wide failures. The dashboards either won't load at all or they're throwing that FREEZE-INVALID-REQ error code when we try to refresh any data visualizations.

We've already tried everything on our end - cleared browser caches, tested on Chrome, Firefox, and Edge, tried different workstations, even attempted SSO login from completely different network segments. Nothing works. Our team also tried accessing through the Frost Mobile App thinking it might be a web-only issue, but we're getting the same errors there too.

This is absolutely unacceptable for an enterprise-tier service. We're paying significant licensing fees specifically to avoid these kinds of outages. I'm seeing chatter on LinkedIn that other companies are experiencing similar issues with Snow InsAIght today, so this appears to be a major infrastructure failure on your end.

I need immediate escalation to your senior technical team and a concrete timeline for resolution. Our board meeting cannot be postponed, and if we can't access our data analytics, this is going to be a disaster. What's your incident response plan here? We need answers now, not generic troubleshooting steps.",Escalated to L2 support. Requested additional system logs. Enterprise customer - prioritized handling.
SP-2025-00144,2025-05-13,2025-05-13 18:40:12.405,CUS-45014,Pro,Chat,Medium,Closed,Glacier Reports,Technical,Negative,7,241,Glacier Reports completely broken - BLIZZARD-503 errors everywhere,"This is absolutely ridiculous. I've been trying to access my Glacier Reports for the past 2 hours and I keep getting hit with BLIZZARD-503 errors every single time. My entire team is dead in the water because we can't pull any of our critical analytics data.

I tried refreshing multiple times, cleared my browser cache, even switched from Chrome to Firefox - nothing works. The webhook integrations we set up are also failing completely. Every time I try to generate a report or even just view existing ones, the system just crashes with that same BLIZZARD-503 error.

This is supposed to be a Pro-tier service and we're paying good money for reliability. My boss is breathing down my neck because we have a client presentation in 3 hours and I can't access ANY of the quarterly performance data we need. 

I can see from your status page that there's some kind of major outage happening, but there's barely any information about when this will be fixed. This is costing us real money and making us look incompetent to our clients.

I need this resolved ASAP or at least a realistic timeline for when Glacier Reports will be functional again. We can't keep operating blind like this.",Requested additional system logs.
SP-2025-00145,2025-06-12,2025-06-12 01:12:12.405,CUS-42205,Enterprise,Web Form,Medium,Resolved,Powder Analytics Engine,Feature Request,Neutral,2,233,Feature Request: Enhanced Real-time Streaming Analytics in Powder Analytics Engine,"Hello Snow InsAIght Support Team,

I'm writing to request an enhancement to the Powder Analytics Engine that would significantly improve our real-time data processing capabilities. Currently, we're utilizing Snow InsAIght's streaming analytics features for our enterprise-wide business intelligence operations, processing approximately 2.5TB of data daily across multiple data sources.

The current limitation we're experiencing is with the Powder Analytics Engine's batch processing intervals for streaming data. While the 5-minute minimum batch window works for most use cases, our financial trading analytics require sub-minute processing capabilities, ideally with configurable micro-batch intervals down to 10-15 seconds.

We've implemented a workaround using Snow InsAIght's API to trigger more frequent refreshes, but this approach is resource-intensive and doesn't leverage the full optimization potential of the Powder Analytics Engine. Additionally, we've noticed that competitors like DataBricks Delta Live Tables and Confluent's ksqlDB offer more granular streaming window configurations.

The specific functionality we're requesting includes:
1. Configurable micro-batch processing intervals (10 seconds to 5 minutes)
2. Enhanced watermarking controls for late-arriving data in streaming pipelines
3. Improved integration with Snow InsAIght's alerting system for real-time threshold monitoring

This enhancement would enable us to expand our usage of Snow InsAIght across our high-frequency trading desk and real-time fraud detection systems, potentially increasing our platform utilization by 40-50%. The business impact includes faster decision-making capabilities and improved competitive positioning in our market.

Would it be possible to include this feature in your upcoming roadmap? We'd be happy to participate in any beta testing or provide additional technical requirements.

Best regards,
Sarah Chen
Senior Data Architecture Manager",Enterprise customer - prioritized handling.
SP-2025-00146,2025-04-15,2025-04-15 22:47:12.405,CUS-97756,Pro,Web Form,High,Closed,Glacier Reports,Technical,Positive,1,42,GLACIER-404 Error in Snow InsAIght Glacier Reports - Chrome Browser Issue,"Hi Snow InsAIght Support Team,

I hope you're doing well! First off, I want to say how much our team has been loving the Snow InsAIght platform - the analytics capabilities have really transformed how we approach our quarterly reporting, and the recent updates to the dashboard interface have been fantastic.

I'm reaching out regarding a technical issue I've encountered with Glacier Reports. When attempting to generate our monthly compliance report this morning, I'm consistently receiving a GLACIER-404 error code. This is happening specifically in Chrome (Version 119.0.6045.105) on Windows 11.

Here's what I've already tried to resolve the issue:
- Cleared browser cache and cookies
- Disabled browser extensions
- Tried generating different report types (all resulting in the same error)
- Logged out and back in to refresh my session
- Attempted the same process using the Frost Mobile App, which interestingly worked perfectly fine

The error appears right after I select the date range and click 'Generate Report.' The system seems to process for about 10-15 seconds before displaying the GLACIER-404 error message. I noticed this started happening after yesterday's platform update notification.

What's particularly puzzling is that all other Snow InsAIght features are working flawlessly - data visualization, real-time dashboards, and even other reporting modules function without any issues. It's specifically isolated to Glacier Reports in the Chrome browser.

I really appreciate how responsive your support team has been in the past - you guys resolved our integration question last month in record time! Could you please help me troubleshoot this Chrome-specific issue? Our team relies heavily on these reports for our weekly stakeholder meetings.

Thanks so much for your continued excellent support!

Best regards,
Sarah",Escalated to L2 support. Requested additional system logs.
SP-2025-00147,2025-06-16,2025-06-16 03:09:12.405,CUS-35450,Basic,Chat,Critical,Resolved,Peak Notification Center,Technical,Negative,1,17,Peak Notification Center completely broken - SNOW-500 error blocking all alerts,"This is absolutely ridiculous. I've been trying to set up critical billing alerts in the Peak Notification Center for the past 3 hours and I keep getting hit with this SNOW-500 error every single time. I'm on macOS Monterey using Chrome and this is completely blocking my work.

Here's what's happening - I go into Peak Notification Center, try to create a new alert for our Iceberg Billing System thresholds, fill out all the required fields, and when I hit save it just throws this SNOW-500 error and kicks me back to the dashboard. Super frustrating.

I've already tried:
- Clearing my browser cache and cookies
- Switching to Safari (same error)
- Logging out and back in multiple times
- Even tried incognito mode

Nothing works. The error message is useless too - just says ""An unexpected error occurred. Please try again later."" Well I've been trying for hours!

This is seriously impacting our operations because we NEED these billing alerts set up before our month-end processing runs tomorrow. Our Iceberg Billing System is processing thousands of transactions and without proper notifications we're flying blind.

I'm on the Basic plan but this is basic functionality that should just work. Really disappointed with Snow InsAIght right now. Can someone please fix this ASAP or at least tell me what's causing this SNOW-500 error? This can't wait until next week.",Escalated to L2 support. Requested additional system logs.
SP-2025-00148,2025-04-16,2025-04-16 02:58:12.405,CUS-62754,Pro,Email,Medium,Closed,Alpine Campaign Builder,Technical,Negative,9,94,URGENT: Alpine Campaign Builder STORM-RATE-LIMIT Error Blocking Critical Campaign Launch,"Dear Snow InsAIght Support Team,

I am writing to express my extreme frustration with a critical issue that has completely halted our marketing operations for the past 48 hours. Our team is unable to launch our Q4 product campaign due to persistent STORM-RATE-LIMIT errors in Alpine Campaign Builder.

The error occurs consistently when attempting to execute our multi-segment campaign targeting approximately 250,000 customers. Every time we initiate the campaign launch sequence, the system throws the STORM-RATE-LIMIT error code and terminates the process. This is completely unacceptable given our Pro tier subscription and the mission-critical nature of this campaign.

Steps we have already attempted:
1. Reduced segment size to 100,000 customers - same error
2. Cleared browser cache and cookies in Firefox (version 118.0.1)
3. Attempted launch from different workstations
4. Verified data connections through Snowflake Dashboard - all connections stable
5. Recreated the campaign from scratch - error persists
6. Contacted our internal IT team to rule out network issues

The Snowflake Dashboard shows no connectivity issues, and all our data pipelines are functioning normally. This appears to be a platform-side limitation that was not communicated to Pro tier customers. We are paying premium rates for enterprise-grade reliability, and this level of service disruption is completely unacceptable.

This campaign launch is tied to our quarterly revenue targets, and every day of delay is costing us significant revenue. We need immediate escalation to your senior technical team and a definitive resolution timeline within the next 4 hours.

I expect a detailed explanation of this issue and immediate remediation steps.

Regards,
Michael Chen
Senior Marketing Operations Manager
TechFlow Solutions
michael.chen@techflowsolutions.com
(555) 847-2931",Requested additional system logs.
SP-2025-00149,2025-05-03,2025-05-03 22:13:12.405,CUS-15504,Basic,Chat,Low,In Progress,Snowflake Dashboard,Feature Request,Neutral,22,510,Request: Add drill-down capability to Snowflake Dashboard widgets,"Hi there! I've been using Snow InsAIght for about 6 months now and really like the platform overall. However, I'm running into a limitation with the Snowflake Dashboard that's becoming pretty frustrating.

Right now when I create charts and graphs on my dashboards, I can see the high-level data but I can't click into them to get more details. For example, I have a sales performance chart showing monthly totals, but when stakeholders ask about specific regions or products that contributed to a spike, I have to create separate reports or manually query the data.

What I'd really love is the ability to click on any data point in a chart and have it drill down to show the underlying records or break it down by additional dimensions. Like if I click on ""March Sales"" it could show me sales by region, or by product category, etc.

I know Tableau has this feature and it's super handy for interactive analysis during meetings. Right now my workaround is creating multiple dashboard tabs with different levels of detail, but it's clunky and takes up a lot of space.

This would really help with our monthly business reviews where executives want to dig into the numbers on the fly. Having everything in one interactive dashboard would save me tons of prep time and make the meetings way more productive.

Is this something that's on the roadmap? Even basic drill-down functionality would be a huge improvement for us. Thanks!",Initial triage completed.
SP-2025-00150,2025-04-04,2025-04-04 02:51:12.405,CUS-83032,Basic,Chat,Medium,Closed,Peak Notification Center,Technical,Negative,12,89,Peak Notification Center completely broken - FROST-401 error blocking all alerts,"This is absolutely ridiculous. I've been trying to set up critical alerts in the Peak Notification Center for the past 2 hours and I keep getting hit with this FROST-401 error every single time. I'm using Edge browser and everything was working fine yesterday. Now suddenly nothing works and I'm missing important data spikes that could cost us money. I already tried clearing my cache, logging out and back in, even restarted my whole computer. Nothing fixes this stupid error. The Powder Analytics Engine is still running my reports fine but I can't get ANY notifications set up. When I try to create a new alert threshold, I fill out all the fields, hit save, and boom - FROST-401 pops up and kicks me back to the main dashboard. This is happening on every single alert type I try to configure. I need these notifications working TODAY because we have a major campaign launching and I need to monitor our data streams. This is exactly the kind of unreliable service I was worried about with the basic plan. Can someone please fix this ASAP or at least tell me what this error code actually means? I've looked everywhere in your help docs and there's nothing about FROST-401. Really frustrated right now.",Requested additional system logs.
SP-2025-00151,2025-04-13,2025-04-13 23:50:12.405,CUS-21532,Pro,Web Form,Medium,In Progress,Snowflake Dashboard,Billing,Negative,7,81,Urgent: Incorrect billing charges on Snow InsAIght Snowflake Dashboard Pro subscription,"I am extremely frustrated with the billing discrepancies I've discovered on my Snow InsAIght Pro account. Despite having a clear agreement for 15 user licenses on our Snowflake Dashboard subscription, I was charged for 25 users on invoice SP-INV-3847 that was processed against my credit card on December 15th.

This is completely unacceptable. I've been monitoring our dashboard usage closely, and we have never exceeded our 15-user limit. Our team consists of 12 data analysts and 3 managers who access the Snowflake Dashboard regularly, but we specifically chose the 15-user Pro tier to accommodate occasional guest access without overage charges.

When I logged into the billing section of my Snow InsAIght account, I can clearly see that our active user count shows 14/15 users, yet somehow your system charged us for 10 additional users at $89 per user per month. This resulted in an unexpected $890 overcharge on top of our standard monthly fee of $1,335.

I've tried to dispute this through your automated billing system, but it keeps redirecting me to generic help articles that don't address this specific issue. This billing error is affecting our quarterly budget planning, and I need this resolved immediately with a full refund of the overcharge.

I expect a detailed explanation of how this billing error occurred and assurance that it won't happen again. Our company has been a loyal Snow InsAIght Pro customer for over two years, and this kind of billing mistake is seriously making us reconsider our subscription. Please escalate this to your billing department and provide a resolution within 24 hours.",Verified account details and billing history.
SP-2025-00152,2025-05-11,2025-05-11 21:54:12.405,CUS-75277,Enterprise,Phone,Medium,Closed,Tundra Security Module,Feature Request,Neutral,3,346,Feature Request: Enhanced MFA Options for Tundra Security Module During System Recovery,"Hi, this is Marcus Chen calling from DataFlow Enterprises. Look, I know you folks are dealing with the major outage right now - we've been experiencing intermittent access issues with our Snow InsAIght dashboards since yesterday morning, and I understand the technical teams are working around the clock to resolve the infrastructure problems. I actually wanted to call now because this outage has highlighted a critical gap in our security capabilities that we'd like to see addressed in the Tundra Security Module. During these service disruptions, our compliance team has been scrambling because we can't properly audit user access attempts when the system is unstable. What we really need is enhanced multi-factor authentication options - specifically hardware token support and biometric authentication integration. Right now, Tundra only supports SMS and email-based MFA, which frankly isn't enterprise-grade for our financial services requirements. Our current workaround involves maintaining separate authentication logs through our corporate identity provider, but this creates a disconnect with Snow InsAIght's native audit trails. I've been looking at what Snowflake and Databricks offer in their security modules, and they both have robust hardware token integration with YubiKey and RSA SecurID. Given that we're processing sensitive financial data through Snow InsAIght, and especially considering how this outage has exposed our authentication vulnerabilities, we need Tundra to support FIDO2 standards and integrate with our existing Okta deployment. This would eliminate our current security gaps and provide the audit trail continuity we need for SOX compliance. Can we get this prioritized for the next Tundra release cycle? Our renewal is coming up in Q2, and enhanced MFA capabilities are becoming a deal-breaker for us.",Enterprise customer - prioritized handling.
SP-2025-00153,2025-04-09,2025-04-09 22:44:12.405,CUS-27616,Enterprise,Web Form,Low,Resolved,Avalanche API,Technical,Neutral,14,127,Avalanche API PEAK-TIMEOUT errors affecting Snowflake Dashboard performance,"We are experiencing intermittent timeout issues with the Avalanche API that are impacting our Snowflake Dashboard functionality. Our data engineering team has been encountering PEAK-TIMEOUT error codes when attempting to execute large dataset queries through the API, particularly during peak business hours (9 AM - 5 PM EST).

The issue manifests as follows:
- API calls to retrieve aggregated sales data (datasets >500MB) consistently fail after 30 seconds
- Snowflake Dashboard widgets display 'Data unavailable' messages instead of refreshing with current metrics
- Smaller queries (<100MB) execute successfully without timeout issues

Steps we have already attempted:
1. Verified API authentication tokens are valid and not expired
2. Tested queries during off-peak hours (successful execution)
3. Reduced query complexity by limiting date ranges and filtering criteria
4. Cleared browser cache and tested across multiple Edge browser sessions
5. Confirmed network connectivity and firewall settings are properly configured

Our current implementation uses Avalanche API v2.3 with standard enterprise rate limits. The timeout errors began appearing approximately 72 hours ago and are affecting our executive reporting dashboards that rely on real-time data visualization.

This issue is impacting our quarterly business review preparations, and we need to understand if this is a known performance limitation or if there are recommended optimization strategies for handling large dataset queries through the Avalanche API. Please advise on potential solutions or if there are any current service advisories affecting API performance.",Requested additional system logs. Enterprise customer - prioritized handling.
SP-2025-00154,2025-05-23,2025-05-23 03:22:12.405,CUS-33766,Pro,Mobile App,Low,New,Frost Mobile App,Billing,Neutral,11,73,Snow InsAIght Pro billing discrepancy on latest invoice SP-INV-4782,"Hi Support Team,

I'm reaching out regarding invoice SP-INV-4782 that I received yesterday for our Pro subscription. I noticed some discrepancies that I'd like to clarify.

Our account shows we're being charged for 8 user licenses, but we currently only have 6 active users on our team. I checked our Frost Mobile App user management section and confirmed we have:
- 4 full access users
- 2 view-only users
- 2 deactivated users from last month

The invoice amount is $1,280 for the monthly billing cycle, which seems to include the deactivated users. I thought deactivated users wouldn't be counted toward our license total.

Also, I don't see the 15% Pro tier discount applied that was mentioned when we upgraded from Basic last quarter. The base rate appears to be $160 per user instead of the discounted $136 we were quoted.

I've been using Snow InsAIght for about 8 months now and this is the first billing issue we've encountered. The platform has been great for our analytics needs, especially the mobile dashboard features.

Could you please review our account and adjust the invoice accordingly? I'd also appreciate clarification on how deactivated users are handled for billing purposes.

Thanks for your help with this.

Best regards,
Mike Chen
Data Analytics Manager",Verified account details and billing history.
SP-2025-00155,2025-04-12,2025-04-12 15:19:12.405,CUS-53764,Enterprise,Chat,Low,In Progress,Summit Data Export,Billing,Neutral,10,150,Summit Data Export billing after account downgrade - Invoice SP-INV-7429,"Hi there! I'm looking at our latest invoice SP-INV-7429 and have a question about the Summit Data Export charges. We downgraded our enterprise plan from 500 to 300 users last month but I'm still seeing the full export volume pricing on this bill. Our account manager mentioned the downgrade would take effect immediately but the billing seems off. We've been using Summit Data Export pretty heavily - about 2.8TB last month for our quarterly reporting cycle. Just want to make sure we're being charged correctly for our current 300-user tier. The invoice shows $4,200 for export services but based on our new plan it should be closer to $2,800. Can someone help clarify this? Our account ID is SE-47291 if that helps. Thanks!",Verified account details and billing history. Enterprise customer - prioritized handling.
SP-2025-00156,2025-05-09,2025-05-09 21:45:12.405,CUS-42012,Pro,Email,High,Resolved,Summit Data Export,Technical,Negative,3,68,URGENT: Summit Data Export Complete Failure - FREEZE-INVALID-REQ Error,"Dear Snow InsAIght Support Team,

I am writing to express my extreme frustration and disappointment with the complete breakdown of your Summit Data Export functionality during what appears to be a widespread system outage affecting your entire platform.

For the past 6 hours, I have been unable to execute any data exports through Summit, which is absolutely critical for our quarterly reporting deadline tomorrow. Every attempt to initiate an export via REST API returns the error code FREEZE-INVALID-REQ, and the system appears to be completely unresponsive.

Specific issues I'm experiencing:
- All Summit Data Export jobs failing immediately with FREEZE-INVALID-REQ error
- REST API endpoints returning 500 server errors consistently
- Export queue showing as ""frozen"" with no processing activity
- Frost Mobile App also displaying connection timeouts when attempting to monitor export status

I have already attempted the following troubleshooting steps:
- Cleared API authentication tokens and re-authenticated
- Reduced export dataset size from 2.5M to 500K records
- Tested different export formats (CSV, JSON, Parquet)
- Verified our API rate limits are well within bounds
- Attempted exports from both production and staging environments

As a Pro tier customer, I expect reliable service and immediate resolution of critical issues like this. The timing of this outage is particularly damaging as we have regulatory reporting requirements that cannot be delayed. This system instability is completely unacceptable and is putting our compliance at serious risk.

I need immediate escalation to your technical team and a concrete timeline for resolution. Our entire analytics pipeline is dependent on Summit Data Export functionality.

Regards,
Michael Chen
Senior Data Engineer
Apex Financial Solutions
mchen@apexfinancial.com
(555) 234-7890",Escalated to L2 support. Requested additional system logs.
SP-2025-00157,2025-05-04,2025-05-04 08:02:12.405,CUS-59321,Basic,Web Form,Medium,Resolved,Iceberg Billing System,Billing,Positive,12,70,Billing Question About Snow InsAIght Iceberg System Upgrade - Invoice SP-INV-4782,"Hi Snow InsAIght Support Team,

I hope you're doing well! I'm reaching out regarding our recent upgrade to the Iceberg Billing System and have a quick question about invoice SP-INV-4782 that we received last week.

First, I want to say how impressed we've been with Snow InsAIght's platform - the analytics capabilities have really transformed how we handle our quarterly reporting, and the dashboard customization features are fantastic. Our team of 8 users has been loving the new data visualization tools.

Regarding the billing question: we upgraded from our Basic plan to include the Iceberg Billing System add-on on March 15th, and I noticed that invoice SP-INV-4782 shows charges for the full month rather than the prorated amount from our upgrade date. I wanted to double-check if this is correct or if there might be an adjustment needed.

Our account shows 8 active users, and the base subscription fee looks accurate at $89/month. It's specifically the Iceberg Billing System upgrade portion (showing $45 for the full month) that I wanted to clarify, since we only had it active for the last 16 days of March.

I know your billing team is usually very responsive - we had a similar question last year and it was resolved within 24 hours, which was amazing! No rush on this, just wanted to make sure our records align correctly for our accounting department.

Thanks so much for your continued excellent service. Looking forward to hearing back from you!

Best regards,
Sarah Chen
Finance Coordinator",Verified account details and billing history.
SP-2025-00158,2025-04-13,2025-04-13 19:06:12.405,CUS-97606,Enterprise,Web Form,High,In Progress,Summit Data Export,Technical,Negative,2,55,Critical PEAK-TIMEOUT Error Blocking Summit Data Export Production Pipeline,"We're experiencing a critical production issue with Summit Data Export that's completely blocking our quarterly reporting pipeline. For the past 48 hours, every attempt to export our consolidated analytics data through the Powder Analytics Engine results in a PEAK-TIMEOUT error, effectively bringing our entire business intelligence workflow to a halt.

The error consistently occurs when processing datasets larger than 2.5GB through Safari on macOS Monterey. Our data engineering team has attempted multiple troubleshooting steps including: clearing browser cache, switching to incognito mode, reducing export batch sizes to 500MB chunks, adjusting timeout parameters in the export configuration, and even trying different time zones to avoid peak usage hours. Nothing works.

This is absolutely unacceptable for an enterprise-tier service. We're paying premium rates for Snow InsAIght specifically because we need reliable, high-volume data processing capabilities. Our executive dashboard refresh is now 3 days overdue, and we have board members asking questions we can't answer because we can't access our own data.

The Powder Analytics Engine worked flawlessly for months until this week. We haven't changed any configurations on our end, which suggests this is a platform-side issue. We need immediate escalation to your senior technical team and a concrete timeline for resolution. Our SLA guarantees 99.9% uptime, and this outage is already pushing us beyond acceptable limits.

Please prioritize this ticket and provide hourly updates until resolved. We're considering alternative platforms if this isn't fixed within 24 hours.",Escalated to L2 support. Requested additional system logs. Enterprise customer - prioritized handling.
SP-2025-00159,2025-04-05,2025-04-05 18:32:12.405,CUS-22523,Enterprise,Web Form,Low,New,Summit Data Export,Feature Request,Neutral,10,157,Enhancement Request: Automated Scheduling for Summit Data Export Operations,"We are requesting the addition of automated scheduling capabilities within the Summit Data Export module of Snow InsAIght. Currently, our enterprise team must manually initiate data exports for our quarterly compliance reporting and monthly executive dashboards, which creates operational inefficiencies and potential delays in our reporting cycles.

Our current workflow requires designated team members to log into Snow InsAIght every Monday morning to export customer segmentation data, revenue analytics, and performance metrics through Summit Data Export. While the export functionality itself works well and produces the required CSV and JSON formats we need, the manual process is becoming a bottleneck as our data volume has grown to over 2.5TB monthly.

We would like to see scheduling options similar to what Tableau Server offers, where users can configure recurring exports (daily, weekly, monthly) with specific time parameters. Ideally, this would include options to automatically deliver exported files to designated SFTP locations or cloud storage buckets, along with email notifications upon completion or failure.

The business justification is significant - our current manual process requires approximately 8 hours of staff time monthly and has resulted in two instances of delayed executive reporting when team members were unavailable. Automated scheduling would improve our operational efficiency and ensure consistent data delivery to downstream systems.

We understand this may require updates to the Summit Data Export interface and backend job scheduling infrastructure. Our team would be available to participate in beta testing if this enhancement moves forward. Please let us know the feasibility and potential timeline for this feature addition.",Enterprise customer - prioritized handling.
SP-2025-00160,2025-04-11,2025-04-11 01:31:12.405,CUS-46556,Enterprise,Chat,Low,Resolved,Snowflake Dashboard,Technical,Neutral,12,283,DRIFT-PERMISSION error blocking Summit Data Export in Snowflake Dashboard,"Hey there! Running into an issue with our Snowflake Dashboard when trying to use the Summit Data Export feature. Getting a DRIFT-PERMISSION error code that's blocking the export completely.

Here's what's happening - I'm logged in as usual, navigate to our main dashboard, select the data set we need (quarterly sales metrics), and hit the Summit Data Export button. Everything seems normal until it tries to process, then boom - DRIFT-PERMISSION error pops up and kills the whole thing.

I'm on iOS using Safari, latest version. Already tried the usual stuff - cleared cache, logged out and back in, even tried from a different browser on my laptop with same result. The error is consistent across different data sets too, not just this one.

Our team lead mentioned this might be related to some recent permission changes on our enterprise account? We had some new users added last week and there were some role adjustments made. Could that have affected the export permissions somehow?

This is pretty urgent since we need these exports for our board meeting tomorrow. The dashboard itself is working fine - can view all the data, create visualizations, everything else normal. Just can't export anything through Summit.

Any quick fix or workaround you can suggest? Thanks!",Requested additional system logs. Enterprise customer - prioritized handling.
SP-2025-00161,2025-06-06,2025-06-06 22:35:12.405,CUS-54716,Pro,Web Form,High,In Progress,Snowflake Dashboard,Billing,Neutral,2,23,Discrepancy in Snow InsAIght Snowflake Dashboard user count on invoice SP-INV-4827,"Hello Support Team,

I'm reaching out regarding invoice SP-INV-4827 dated November 15th, 2024, for our Pro subscription. After reviewing the billing details, I noticed a discrepancy in the user count for our Snowflake Dashboard module that I'd like to clarify.

The invoice shows we're being charged for 18 active users on the Snowflake Dashboard, but according to our internal records and the user management section in our Snow InsAIght admin panel, we currently have only 15 active users with dashboard access. I've double-checked our user roster and confirmed that we deactivated 3 users in early October when those team members left the company.

Our account shows the following active dashboard users: 8 analysts, 4 managers, and 3 executives, totaling 15 users. The billing period covers November 1-30, 2024, and the user changes were made on October 8th, so they should be reflected in this billing cycle.

I've attached screenshots of our current user management dashboard showing the active user count and the deactivation dates for reference. Could you please review our account and adjust the invoice accordingly? If there's something I'm missing about how user counts are calculated or if there are additional dashboard access permissions I'm not seeing, please let me know.

I'd appreciate a corrected invoice if the adjustment is warranted, or an explanation of the user count calculation if I'm misunderstanding something. Our payment is typically processed by the 25th of each month, so I'd like to resolve this before then.

Thanks for your assistance.

Best regards,
Michael Chen
Finance Manager",Escalated to L2 support. Verified account details and billing history.
SP-2025-00162,2025-04-08,2025-04-08 00:27:12.405,CUS-12813,Pro,Phone,Medium,Resolved,Glacier Reports,Technical,Neutral,6,153,Glacier Reports failing to load with SNOW-500 error in Peak Notification Center,"Hi, so I'm calling because I'm having some issues with the Glacier Reports module. Um, basically what's happening is when I try to access any of my scheduled reports through the Peak Notification Center, I keep getting this error code SNOW-500. It started happening yesterday around 2 PM EST and it's still ongoing. I'm using Firefox, latest version, and I've already tried the usual troubleshooting steps - cleared my cache, tried incognito mode, even switched to a different browser but same issue. The weird thing is that I can access other parts of Snow InsAIght just fine, it's specifically the Glacier Reports that are giving me trouble. When I click on any report notification in the Peak Notification Center, the page starts to load but then just hangs for about 30 seconds before showing that SNOW-500 error. I've got several critical monthly reports that were supposed to be reviewed by my team today, and this is really holding up our quarterly analysis. I tried creating a new report from scratch to see if it was just the existing ones, but even new Glacier Reports won't generate properly. Is this a known issue on your end? I checked the status page but didn't see anything posted there. Really need to get this resolved ASAP since we have a board meeting tomorrow and these reports are essential for our presentation.",Requested additional system logs.
SP-2025-00163,2025-03-24,2025-03-24 02:12:12.405,CUS-85311,Basic,Web Form,Medium,Resolved,Summit Data Export,Billing,Negative,6,83,Charged twice for Summit Data Export - need immediate refund,"I am extremely frustrated with the billing issues I've been experiencing with my Snow InsAIght account. I was charged TWICE for my Summit Data Export usage last month and this is completely unacceptable.

On my invoice SP-INV-7429, I can see two separate charges for Summit Data Export: one for $89.50 on March 15th and another identical charge for $89.50 on March 18th. I only used the data export feature ONCE to extract my quarterly sales reports - approximately 2.3GB of data on March 15th. There is absolutely no reason I should be billed twice for the same export job.

I've been a Basic tier customer for over 8 months and have never had billing problems like this before. My payment method is set to auto-pay via my business credit card ending in 4782, and now I'm worried about what other erroneous charges might appear.

This double billing has caused issues with my company's expense tracking and I need this resolved immediately. I want the duplicate $89.50 charge reversed and credited back to my account within 48 hours. I also need written confirmation that this won't happen again.

I'm seriously considering switching to a different analytics platform if Snow InsAIght can't get their billing system working properly. This kind of error is damaging to my trust in your service and is wasting my valuable time that should be spent on actual data analysis, not fighting billing mistakes.

Please escalate this to someone who can actually fix this problem today.",Verified account details and billing history.
